,Date,City,Country,Latitude,Longitude,Cloudiness,Max Temp,Humidity,Wind Speed
0,Sun Dec  3 21:00:00 2017,Mahebourg,MU,-20.41,57.7,40,29.0,62,7.2
1,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
2,Sun Dec  3 21:56:00 2017,Mastic Beach,US,40.77,-72.85,1,2.6,100,2.57
3,Sun Dec  3 21:00:00 2017,Torbay,CA,47.67,-52.73,90,0.0,100,5.7
4,Sun Dec  3 22:02:15 2017,Feijo,BR,-8.16,-70.35,12,25.11,92,1.4
5,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
6,Sun Dec  3 22:02:16 2017,Amalapuram,IN,16.58,82.02,0,27.58,63,6.55
7,Sun Dec  3 21:00:00 2017,Bredasdorp,ZA,-34.53,20.04,8,18.0,68,0.5
8,Sun Dec  3 21:00:00 2017,East London,ZA,-33.02,27.91,0,18.0,88,2.1
9,Sun Dec  3 21:35:00 2017,Owosso,US,43.0,-84.18,1,4.23,65,1.5
10,Sun Dec  3 22:02:18 2017,Ajdabiya,LY,30.76,20.23,56,13.13,94,4.55
11,Sun Dec  3 21:00:00 2017,Bathsheba,BB,13.22,-59.52,40,27.0,88,7.7
12,Sun Dec  3 22:02:19 2017,Morondava,MG,-20.28,44.28,12,27.36,96,1.47
13,Sun Dec  3 22:02:20 2017,Qaanaaq,GL,77.48,-69.36,64,-10.25,91,1.92
14,Sun Dec  3 22:02:20 2017,Turgoyak,RU,55.15,60.12,92,-3.82,86,2.87
15,Sun Dec  3 22:02:20 2017,Busselton,AU,-33.65,115.33,80,21.61,92,3.77
16,Sun Dec  3 21:20:00 2017,Havoysund,NO,71.0,24.66,75,-1.0,86,5.1
17,Sun Dec  3 22:02:21 2017,Funadhoo,MV,6.15,73.27,0,28.43,100,2.35
18,Sun Dec  3 22:02:20 2017,Busselton,AU,-33.65,115.33,80,21.61,92,3.77
19,Sun Dec  3 22:02:22 2017,Umm Kaddadah,SD,13.6,26.69,0,16.83,53,4.97
20,Sun Dec  3 21:00:00 2017,Georgetown,GY,6.8,-58.16,92,24.0,100,2.1
21,Sun Dec  3 21:00:00 2017,East London,ZA,-33.02,27.91,0,18.0,88,2.1
22,Sun Dec  3 22:02:23 2017,Tamandare,BR,-8.76,-35.1,36,23.86,98,2.95
23,Sun Dec  3 21:00:00 2017,Cape Town,ZA,-33.93,18.42,20,18.0,63,7.7
24,Sun Dec  3 21:41:00 2017,Hamilton,CA,43.23,-79.95,5,-1.69,100,1.5
25,Sun Dec  3 22:02:24 2017,Port Alfred,ZA,-33.59,26.89,24,19.61,93,1.62
26,Sun Dec  3 22:02:25 2017,Ulundi,ZA,-28.34,31.42,92,18.18,85,1.47
27,Sun Dec  3 21:00:00 2017,Cape Town,ZA,-33.93,18.42,20,18.0,63,7.7
28,Sun Dec  3 22:02:25 2017,Verkhnyaya Inta,RU,65.98,60.31,92,-1.75,78,2.92
29,Sun Dec  3 22:02:26 2017,Manaure,CO,11.78,-72.44,68,27.71,100,9.67
30,Sun Dec  3 21:00:00 2017,Port Elizabeth,ZA,-33.92,25.57,0,19.0,72,1.0
31,Sun Dec  3 22:02:27 2017,Tambopata,PE,-12.73,-69.18,24,22.36,99,0.82
32,Sun Dec  3 22:02:28 2017,Atar,MR,20.52,-13.05,0,9.75,67,1.8
33,Sun Dec  3 22:02:28 2017,Dudinka,RU,69.41,86.18,64,-15.55,80,3.17
34,Sun Dec  3 22:02:20 2017,Busselton,AU,-33.65,115.33,80,21.61,92,3.77
35,Sun Dec  3 21:00:00 2017,Monrovia,LR,6.3,-10.8,75,25.0,100,4.37
36,Sun Dec  3 22:02:24 2017,Port Alfred,ZA,-33.59,26.89,24,19.61,93,1.62
37,Sun Dec  3 21:00:00 2017,Ondangwa,NA,-17.92,15.95,24,25.0,57,1.5
38,Sun Dec  3 21:20:00 2017,Kopervik,NO,59.28,5.31,40,3.26,75,7.2
39,Sun Dec  3 21:00:00 2017,Cape Town,ZA,-33.93,18.42,20,18.0,63,7.7
40,Sun Dec  3 21:00:00 2017,Bredasdorp,ZA,-34.53,20.04,8,18.0,68,0.5
41,Sun Dec  3 22:02:31 2017,Kampene,CD,-3.6,26.67,92,20.18,100,1.12
42,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
43,Sun Dec  3 22:02:32 2017,Savannah Bight,HN,16.45,-85.85,92,24.63,100,5.12
44,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
45,Sun Dec  3 21:00:00 2017,Bredasdorp,ZA,-34.53,20.04,8,18.0,68,0.5
46,Sun Dec  3 21:00:00 2017,Nouadhibou,MR,20.93,-17.03,0,19.0,72,8.2
47,Sun Dec  3 22:02:34 2017,Tazovskiy,RU,67.47,78.7,88,-4.07,90,4.77
48,Sun Dec  3 22:02:20 2017,Qaanaaq,GL,77.48,-69.36,64,-10.25,91,1.92
49,Sun Dec  3 21:20:00 2017,Senneterre,CA,48.38,-77.23,90,1.0,100,2.6
50,Sun Dec  3 20:50:00 2017,Berlevag,NO,70.86,29.09,75,-1.0,74,8.7
51,Sun Dec  3 22:02:36 2017,Lysva,RU,58.11,57.81,88,-3.63,86,5.67
52,Sun Dec  3 21:00:00 2017,Pisco,PE,-13.7,-76.22,0,18.0,88,0.5
53,Sun Dec  3 21:00:00 2017,Georgetown,GY,6.8,-58.16,92,24.0,100,2.1
54,Sun Dec  3 21:00:00 2017,Port Elizabeth,ZA,-33.92,25.57,0,19.0,72,1.0
55,Sun Dec  3 21:00:00 2017,Walvis Bay,NA,-22.96,14.51,90,13.0,87,4.1
56,Sun Dec  3 21:25:00 2017,Dalen,NL,52.7,6.76,75,5.65,93,3.6
57,Sun Dec  3 21:30:00 2017,Camacha,PT,33.08,-16.33,40,18.0,59,6.2
58,Sun Dec  3 22:02:39 2017,Tessalit,ML,20.2,1.01,48,13.11,51,1.57
59,Sun Dec  3 21:56:00 2017,Jamestown,US,42.1,-79.24,1,-2.53,92,1.5
60,Sun Dec  3 22:02:39 2017,Shieli,KZ,44.17,66.75,0,-6.15,82,2.12
61,Sun Dec  3 22:02:40 2017,Barhi,IN,23.9,80.8,0,22.5,49,0.9
62,Sun Dec  3 21:59:51 2017,Viedma,AR,-40.81,-63.0,12,9.43,90,3.47
63,Sun Dec  3 22:02:41 2017,Lokosovo,RU,61.13,74.82,92,-3.57,88,5.62
64,Sun Dec  3 22:02:42 2017,Acari,PE,-15.43,-74.62,12,9.53,86,0.67
65,Sun Dec  3 22:02:42 2017,Hermanus,ZA,-34.42,19.23,20,16.13,72,2.17
66,Sun Dec  3 21:41:00 2017,Hamilton,CA,43.23,-79.95,5,-1.69,100,1.5
67,Sun Dec  3 22:02:43 2017,Raga,SS,8.46,25.68,0,21.36,77,3.17
68,Sun Dec  3 22:02:44 2017,Tutoia,BR,-2.76,-42.27,0,25.58,83,5.77
69,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
70,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
71,Sun Dec  3 22:02:45 2017,Nokaneng,BW,-19.67,22.27,68,21.18,83,2.02
72,Sun Dec  3 21:20:00 2017,Larsnes,NO,62.2,5.58,75,1.68,100,3.1
73,Sun Dec  3 22:02:46 2017,Gubkinskiy,RU,64.43,76.5,88,-2.65,91,6.42
74,Sun Dec  3 22:02:46 2017,Santa Isabel do Rio Negro,BR,-0.41,-65.02,12,25.28,94,1.07
75,Sun Dec  3 22:02:42 2017,Hermanus,ZA,-34.42,19.23,20,16.13,72,2.17
76,Sun Dec  3 21:00:00 2017,Cape Town,ZA,-33.93,18.42,20,18.0,63,7.7
77,Sun Dec  3 22:02:48 2017,Luau,AO,-10.71,22.22,92,19.38,99,0.35
78,Sun Dec  3 22:02:42 2017,Hermanus,ZA,-34.42,19.23,20,16.13,72,2.17
79,Sun Dec  3 21:00:00 2017,Mahebourg,MU,-20.41,57.7,40,29.0,62,7.2
80,Sun Dec  3 22:02:49 2017,Castro,BR,-24.79,-50.01,76,15.5,96,1.27
81,Sun Dec  3 21:00:00 2017,Cape Town,ZA,-33.93,18.42,20,18.0,63,7.7
82,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
83,Sun Dec  3 22:02:20 2017,Busselton,AU,-33.65,115.33,80,21.61,92,3.77
84,Sun Dec  3 21:00:00 2017,Coihaique,CL,-45.58,-72.07,0,15.0,67,3.6
85,Sun Dec  3 22:02:51 2017,Menongue,AO,-14.66,17.69,64,20.38,85,1.4
86,Sun Dec  3 22:02:51 2017,Betioky,MG,-23.72,44.38,0,27.61,87,2.82
87,Sun Dec  3 22:02:52 2017,Ostrovnoy,RU,68.05,39.51,64,-2.25,88,5.17
88,Sun Dec  3 21:30:00 2017,Epernay,FR,49.05,3.95,90,1.0,100,3.1
89,Sun Dec  3 21:00:00 2017,Coquimbo,CL,-29.95,-71.34,0,13.0,82,2.15
90,Sun Dec  3 21:00:00 2017,Husavik,IS,66.04,-17.34,90,0.0,100,1.92
91,Sun Dec  3 22:02:55 2017,Takoradi,GH,4.88,-1.76,8,26.08,100,1.7
92,Sun Dec  3 22:02:55 2017,Chuy,UY,-33.7,-53.46,92,17.48,89,6.8
93,Sun Dec  3 21:00:00 2017,Mar del Plata,AR,-38.0,-57.56,75,12.0,87,5.7
94,Sun Dec  3 21:20:00 2017,Corum,TR,40.55,34.95,0,3.0,86,0.5
95,Sun Dec  3 22:02:20 2017,Busselton,AU,-33.65,115.33,80,21.61,92,3.77
96,Sun Dec  3 22:02:20 2017,Qaanaaq,GL,77.48,-69.36,64,-10.25,91,1.92
97,Sun Dec  3 22:02:42 2017,Hermanus,ZA,-34.42,19.23,20,16.13,72,2.17
98,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
99,Sun Dec  3 22:02:57 2017,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,80,20.75,97,4.42
100,Sun Dec  3 22:02:58 2017,Hambantota,LK,6.12,81.12,12,27.86,100,1.12
101,Sun Dec  3 21:00:00 2017,East London,ZA,-33.02,27.91,0,18.0,88,2.1
102,Sun Dec  3 21:56:00 2017,Jamestown,US,42.1,-79.24,1,-2.53,92,1.5
103,Sun Dec  3 21:35:00 2017,San Ramon,US,37.78,-121.98,1,9.12,77,3.1
104,Sun Dec  3 22:02:42 2017,Hermanus,ZA,-34.42,19.23,20,16.13,72,2.17
105,Sun Dec  3 21:50:00 2017,Sigulda,LV,57.15,24.86,90,-1.0,100,3.1
106,Sun Dec  3 22:03:00 2017,Vilhena,BR,-12.74,-60.15,0,21.88,94,0.9
107,Sun Dec  3 22:03:01 2017,Lebu,CL,-37.62,-73.65,20,12.21,98,7.97
108,Sun Dec  3 21:00:00 2017,Mar del Plata,AR,-38.0,-57.56,75,12.0,87,5.7
109,Sun Dec  3 21:00:00 2017,Thompson,CA,55.74,-97.86,90,-6.0,92,1.5
110,Sun Dec  3 21:56:00 2017,Jamestown,US,42.1,-79.24,1,-2.53,92,1.5
111,Sun Dec  3 21:20:00 2017,Colchester,GB,51.89,0.9,20,2.59,93,1.5
112,Sun Dec  3 21:00:00 2017,East London,ZA,-33.02,27.91,0,18.0,88,2.1
113,Sun Dec  3 22:03:03 2017,Bandarbeyla,SO,9.49,50.81,36,27.08,100,11.5
114,Sun Dec  3 21:30:00 2017,Santa Lucia,ES,27.91,-15.54,40,18.0,68,5.1
115,Sun Dec  3 22:03:04 2017,Lipin Bor,RU,60.26,37.98,44,-3.38,94,6.85
116,Sun Dec  3 21:00:00 2017,Arraial do Cabo,BR,-22.97,-42.03,75,23.0,94,1.5
117,Sun Dec  3 22:02:24 2017,Port Alfred,ZA,-33.59,26.89,24,19.61,93,1.62
118,Sun Dec  3 22:03:05 2017,Bilma,NE,18.69,12.92,68,12.61,56,1.22
119,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
120,Sun Dec  3 21:00:00 2017,Torbay,CA,47.67,-52.73,90,0.0,100,5.7
121,Sun Dec  3 21:30:00 2017,Grindavik,IS,63.84,-22.43,75,3.0,100,2.6
122,Sun Dec  3 21:00:00 2017,Eten,PE,-6.91,-79.86,0,18.0,88,6.2
123,Sun Dec  3 22:03:07 2017,Ortigueira,BR,-24.21,-50.95,88,18.5,89,1.15
124,Sun Dec  3 21:00:00 2017,Luderitz,NA,-26.65,15.16,0,14.0,82,3.1
125,Sun Dec  3 22:03:08 2017,Dingle,PH,11.0,122.67,20,30.48,64,5.5
126,Sun Dec  3 21:00:00 2017,East London,ZA,-33.02,27.91,0,18.0,88,2.1
127,Sun Dec  3 22:02:04 2017,Gilbues,BR,-9.83,-45.34,80,20.96,92,0.62
128,Sun Dec  3 22:03:09 2017,Sabha,LY,27.04,14.43,48,11.86,82,4.72
129,Sun Dec  3 22:03:09 2017,Santa Maria,BR,-29.68,-53.81,92,19.96,96,4.17
130,Sun Dec  3 20:56:00 2017,Saint George,US,37.1,-113.58,1,10.0,14,5.1
131,Sun Dec  3 21:35:00 2017,Laguna,US,38.42,-121.42,1,7.48,61,3.6
132,Sun Dec  3 22:03:11 2017,Rutana,BI,-3.93,29.99,8,20.38,85,1.52
133,Sun Dec  3 20:50:00 2017,Salalah,OM,17.02,54.09,0,26.0,21,8.2
134,Sun Dec  3 22:02:55 2017,Chuy,UY,-33.7,-53.46,92,17.48,89,6.8
135,Sun Dec  3 21:00:00 2017,Cape Town,ZA,-33.93,18.42,20,18.0,63,7.7
136,Sun Dec  3 21:00:00 2017,Bredasdorp,ZA,-34.53,20.04,8,18.0,68,0.5
137,Sun Dec  3 21:00:00 2017,Mar del Plata,AR,-38.0,-57.56,75,12.0,87,5.7
138,Sun Dec  3 22:02:24 2017,Port Alfred,ZA,-33.59,26.89,24,19.61,93,1.62
139,Sun Dec  3 21:00:00 2017,Bathsheba,BB,13.22,-59.52,40,27.0,88,7.7
140,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
141,Sun Dec  3 22:00:33 2017,Sao Gabriel da Cachoeira,BR,-0.13,-67.09,20,24.63,95,0.9
142,Sun Dec  3 21:00:00 2017,East London,ZA,-33.02,27.91,0,18.0,88,2.1
143,Sun Dec  3 21:00:00 2017,Torbay,CA,47.67,-52.73,90,0.0,100,5.7
144,Sun Dec  3 21:00:00 2017,Punta Arenas,CL,-53.15,-70.92,0,13.0,66,9.8
145,Sun Dec  3 22:03:16 2017,Goderich,CA,43.75,-81.72,0,0.25,75,4.52
146,Sun Dec  3 22:03:16 2017,Lukulu,ZM,-14.37,23.24,20,24.36,76,2.7
147,Sun Dec  3 22:03:08 2017,Dingle,PH,11.0,122.67,20,30.48,64,5.5
148,Sun Dec  3 22:03:17 2017,Dharur,IN,18.82,76.12,12,26.08,49,4.37
149,Sun Dec  3 22:00:00 2017,Boa Vista,BR,2.82,-60.67,40,27.0,74,3.1
150,Sun Dec  3 21:00:00 2017,Punta Arenas,CL,-53.15,-70.92,0,13.0,66,9.8
151,Sun Dec  3 22:03:19 2017,Carnarvon,AU,-24.87,113.63,92,25.36,82,7.1
152,Sun Dec  3 21:20:00 2017,Klaksvik,FO,62.23,-6.59,92,8.0,100,11.3
153,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
154,Sun Dec  3 21:56:00 2017,Jamestown,US,42.1,-79.24,1,-2.53,92,1.5
155,Sun Dec  3 21:00:00 2017,Black River,JM,18.03,-77.85,40,26.0,78,2.6
156,Sun Dec  3 22:03:21 2017,Tasiilaq,GL,65.61,-37.64,0,-9.07,100,3.85
157,Sun Dec  3 22:02:20 2017,Busselton,AU,-33.65,115.33,80,21.61,92,3.77
158,Sun Dec  3 21:00:00 2017,Punta Arenas,CL,-53.15,-70.92,0,13.0,66,9.8
159,Sun Dec  3 21:30:00 2017,Kolarovo,SK,47.92,17.98,75,0.01,80,4.1
160,Sun Dec  3 22:03:22 2017,Sur,OM,22.57,59.53,48,22.71,100,9.12
161,Sun Dec  3 21:37:00 2017,Springbok,ZA,-29.66,17.89,0,17.0,45,3.1
162,Sun Dec  3 21:15:00 2017,Victoria,CA,48.43,-123.37,75,1.98,86,1.5
163,Sun Dec  3 22:03:23 2017,The Valley,AI,18.22,-63.06,32,26.33,100,5.57
164,Sun Dec  3 21:00:00 2017,Bathsheba,BB,13.22,-59.52,40,27.0,88,7.7
165,Sun Dec  3 21:30:00 2017,Ponta do Sol,PT,32.67,-17.1,75,18.0,55,3.6
166,Sun Dec  3 21:00:00 2017,Bambous Virieux,MU,-20.34,57.76,40,29.0,62,7.2
167,Sun Dec  3 21:56:00 2017,Jamestown,US,42.1,-79.24,1,-2.53,92,1.5
168,Sun Dec  3 22:03:25 2017,Hithadhoo,MV,-0.6,73.08,68,26.93,100,5.97
169,Sun Dec  3 22:03:26 2017,Kavaratti,IN,10.57,72.64,64,28.28,97,10.37
170,Sun Dec  3 21:00:00 2017,Bredasdorp,ZA,-34.53,20.04,8,18.0,68,0.5
171,Sun Dec  3 22:03:21 2017,Tasiilaq,GL,65.61,-37.64,0,-9.07,100,3.85
172,Sun Dec  3 22:03:25 2017,Hithadhoo,MV,-0.6,73.08,68,26.93,100,5.97
173,Sun Dec  3 21:00:00 2017,Mar del Plata,AR,-38.0,-57.56,75,12.0,87,5.7
174,Sun Dec  3 21:00:00 2017,Santa Luzia,BR,-19.77,-43.85,90,20.49,94,2.02
175,Sun Dec  3 21:30:00 2017,Saint-Joseph,RE,-21.37,55.62,0,28.56,65,3.6
176,Sun Dec  3 21:20:00 2017,Suruc,TR,36.98,38.42,0,8.0,75,4.6
177,Sun Dec  3 21:00:00 2017,Saldanha,ZA,-33.01,17.94,32,15.0,72,5.1
178,Sun Dec  3 21:00:00 2017,Vila Velha,BR,-20.33,-40.29,75,22.0,100,1.5
179,Sun Dec  3 21:30:00 2017,Marrakesh,MA,31.63,-8.01,0,6.0,87,1.07
180,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
181,Sun Dec  3 22:02:42 2017,Hermanus,ZA,-34.42,19.23,20,16.13,72,2.17
182,Sun Dec  3 22:03:31 2017,Cururupu,BR,-1.83,-44.87,0,26.11,83,4.22
183,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
184,Sun Dec  3 22:03:32 2017,Ribeira Grande,PT,38.52,-28.7,92,19.75,93,8.12
185,Sun Dec  3 22:03:32 2017,Miram Shah,PK,33.01,70.07,8,8.0,53,1.9
186,Sun Dec  3 22:03:33 2017,San Jose de Guanipa,VE,8.89,-64.17,100,24.33,83,5.85
187,Sun Dec  3 21:56:00 2017,Jamestown,US,42.1,-79.24,1,-2.53,92,1.5
188,Sun Dec  3 22:03:34 2017,Kaz,RU,52.91,87.31,64,-8.72,75,1.6
189,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
190,Sun Dec  3 22:02:20 2017,Busselton,AU,-33.65,115.33,80,21.61,92,3.77
191,Sun Dec  3 22:03:26 2017,Kavaratti,IN,10.57,72.64,64,28.28,97,10.37
192,Sun Dec  3 22:03:26 2017,Kavaratti,IN,10.57,72.64,64,28.28,97,10.37
193,Sun Dec  3 22:02:55 2017,Chuy,UY,-33.7,-53.46,92,17.48,89,6.8
194,Sun Dec  3 22:02:24 2017,Port Alfred,ZA,-33.59,26.89,24,19.61,93,1.62
195,Sun Dec  3 21:30:00 2017,Saint-Philippe,RE,-21.36,55.77,0,28.55,65,3.6
196,Sun Dec  3 22:03:36 2017,Mau,IN,25.95,83.55,44,19.71,86,2.05
197,Sun Dec  3 21:00:00 2017,Punta Arenas,CL,-53.15,-70.92,0,13.0,66,9.8
198,Sun Dec  3 21:00:00 2017,Arraial do Cabo,BR,-22.97,-42.03,75,23.0,94,1.5
199,Sun Dec  3 20:50:00 2017,Longyearbyen,SJ,78.22,15.64,75,-1.0,63,5.7
200,Sun Dec  3 21:30:00 2017,Yuzhnyy,RU,53.25,83.69,90,-12.0,85,5.0
201,Sun Dec  3 22:03:38 2017,Aswan,EG,24.09,32.91,0,17.0,75,4.22
202,Sun Dec  3 22:02:24 2017,Port Alfred,ZA,-33.59,26.89,24,19.61,93,1.62
203,Sun Dec  3 22:02:42 2017,Hermanus,ZA,-34.42,19.23,20,16.13,72,2.17
204,Sun Dec  3 20:50:00 2017,Vardo,NO,70.37,31.11,40,-1.0,86,7.7
205,Sun Dec  3 21:00:00 2017,Mar del Plata,AR,-38.0,-57.56,75,12.0,87,5.7
206,Sun Dec  3 22:03:40 2017,Lodwar,KE,3.12,35.6,0,27.21,46,3.87
207,Sun Dec  3 22:03:40 2017,Yar-Sale,RU,66.83,70.83,36,-6.65,88,5.72
208,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
209,Sun Dec  3 22:03:25 2017,Hithadhoo,MV,-0.6,73.08,68,26.93,100,5.97
210,Sun Dec  3 22:03:41 2017,Kumba,CM,4.64,9.45,48,21.23,93,1.25
211,Sun Dec  3 21:17:00 2017,Calvinia,ZA,-31.47,19.78,0,18.0,45,2.6
212,Sun Dec  3 22:03:42 2017,At-Bashi,KG,41.17,75.81,0,-5.4,78,0.8
213,Sun Dec  3 22:03:21 2017,Tasiilaq,GL,65.61,-37.64,0,-9.07,100,3.85
214,Sun Dec  3 22:03:44 2017,Vodnyy,RU,63.5,53.41,88,-2.72,74,3.7
215,Sun Dec  3 21:00:00 2017,Clyde River,CA,70.47,-68.59,75,-20.0,76,1.0
216,Sun Dec  3 21:00:00 2017,Praia da Vitoria,PT,38.73,-27.07,40,18.0,88,7.87
217,Sun Dec  3 21:00:00 2017,Tobane,BW,-21.95,27.9,0,24.0,69,3.17
218,Sun Dec  3 22:03:46 2017,Bam,IR,29.11,58.36,0,6.48,31,3.15
219,Sun Dec  3 21:00:00 2017,Port Elizabeth,ZA,-33.92,25.57,0,19.0,72,1.0
220,Sun Dec  3 21:00:00 2017,Bredasdorp,ZA,-34.53,20.04,8,18.0,68,0.5
221,Sun Dec  3 21:00:00 2017,Mar del Plata,AR,-38.0,-57.56,75,12.0,87,5.7
222,Sun Dec  3 22:02:20 2017,Qaanaaq,GL,77.48,-69.36,64,-10.25,91,1.92
223,Sun Dec  3 21:00:00 2017,Iquitos,PE,-3.75,-73.25,75,24.0,94,0.5
224,Sun Dec  3 21:00:00 2017,Iqaluit,CA,63.75,-68.51,75,-8.0,78,7.2
225,Sun Dec  3 21:00:00 2017,Adrar,DZ,27.87,-0.29,68,6.0,38,7.7
226,Sun Dec  3 22:03:49 2017,Kruisfontein,ZA,-34.0,24.73,8,18.43,81,1.67
227,Sun Dec  3 22:02:58 2017,Hambantota,LK,6.12,81.12,12,27.86,100,1.12
228,Sun Dec  3 21:30:00 2017,Saint-Philippe,RE,-21.36,55.77,0,28.55,65,3.6
229,Sun Dec  3 21:00:00 2017,Port Elizabeth,ZA,-33.92,25.57,0,19.0,72,1.0
230,Sun Dec  3 21:56:00 2017,Jamestown,US,42.1,-79.24,1,-2.53,92,1.5
231,Sun Dec  3 22:02:42 2017,Hermanus,ZA,-34.42,19.23,20,16.13,72,2.17
232,Sun Dec  3 22:03:51 2017,Magugu,TZ,-4.02,35.77,12,23.23,60,2.3
233,Sun Dec  3 22:00:39 2017,Balkanabat,TM,39.51,54.37,12,-2.07,80,2.17
234,Sun Dec  3 22:03:51 2017,Tres Arroyos,AR,-38.37,-60.28,0,7.61,94,2.57
235,Sun Dec  3 22:03:52 2017,Upernavik,GL,72.79,-56.15,76,-5.65,100,0.95
236,Sun Dec  3 22:01:00 2017,Oranjestad,AW,12.52,-70.03,100,27.68,99,9.92
237,Sun Dec  3 22:03:53 2017,Manadhoo,MV,5.77,73.38,0,28.43,100,2.35
238,Sun Dec  3 22:02:55 2017,Chuy,UY,-33.7,-53.46,92,17.48,89,6.8
239,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
240,Sun Dec  3 21:00:00 2017,Iqaluit,CA,63.75,-68.51,75,-8.0,78,7.2
241,Sun Dec  3 22:03:54 2017,Sinegorskiy,RU,48.01,40.84,56,5.21,92,5.05
242,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
243,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
244,Sun Dec  3 20:50:00 2017,Vardo,NO,70.37,31.11,40,-1.0,86,7.7
245,Sun Dec  3 22:02:42 2017,Hermanus,ZA,-34.42,19.23,20,16.13,72,2.17
246,Sun Dec  3 21:56:00 2017,Jamestown,US,42.1,-79.24,1,-2.53,92,1.5
247,Sun Dec  3 22:03:56 2017,Wadi,IN,17.07,76.98,0,27.08,47,4.9
248,Sun Dec  3 22:03:56 2017,Sao Filipe,CV,14.9,-24.5,0,24.88,97,7.37
249,Sun Dec  3 21:00:00 2017,Puerto Narino,CO,-3.77,-70.38,40,24.0,100,0.82
250,Sun Dec  3 22:03:57 2017,Pangoa,PE,-12.12,-73.0,24,17.28,93,0.82
251,Sun Dec  3 21:00:00 2017,Cape Town,ZA,-33.93,18.42,20,18.0,63,7.7
252,Sun Dec  3 22:00:36 2017,Ushuaia,AR,-54.8,-68.3,76,8.46,85,5.9
253,Sun Dec  3 22:01:50 2017,Yacuiba,BO,-22.04,-63.68,92,19.18,97,4.62
254,Sun Dec  3 21:00:00 2017,Bambous Virieux,MU,-20.34,57.76,40,29.0,62,7.2
